SITENO,SITENAME,CATEGORY,AGENCY,LONGDD,LATDD,SITEURL
2464360,BINION CREEK BELOW GIN CREEK NEAR SAMANTHA AL,ST,USGS,-87.6425091,33.42483704,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02464360
2465493,ELLIOTTS CREEK AT MOUNDVILLE AL,ST,USGS,-87.6222295,32.99734636,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02465493
2464000,NORTH RIVER NEAR SAMANTHA AL,ST,USGS,-87.5972297,33.47928058,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02464000
2465005,"BLACK WARRIOR R BL OLIVER L&D NEAR TUSCALOOSA, AL.",ST,USGS,-87.5933408,33.20789644,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02465005
2465000,BLACK WARRIOR RIVER AT NORTHPORT AL,ST,USGS,-87.5900074,33.20928528,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02465000
3588500,"SHOAL CREEK AT IRON CITY, TN",ST,USGS,-87.5790326,35.02412144,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03588500
2465292,"CRIBBS MILL CREEK AT WW PLANT AT TUSCALOOSA, AL.",ST,USGS,-87.5647288,33.17484164,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02465292
2464800,"LAKE TUSCALOOSA NEAR TUSCALOOSA, ALABAMA",LK,USGS,-87.5061161,33.2673393,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02464800
2462952,BLACK WARRIOR RIVER BELOW HOLT L&D NEAR HOLT AL,ST,USGS,-87.4513926,33.2528948,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02462952
2462951,BLACK WARRIOR RIVER AT HOLT L&D NEAR HOLT AL.,ST,USGS,-87.4491703,33.25317258,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02462951
2450825,"CLEAR C AT NEW HOPE CHURCH NR POPLAR SPRINGS, AL.",ST,USGS,-87.422793,34.08121506,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02450825
2450250,SIPSEY FORK NEAR GRAYSON AL,ST,USGS,-87.3989084,34.28537757,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02450250
2465391,"LYE BRANCH (SITE B) NEAR DUNCANVILLE, ALA",ST,USGS,-87.3930575,33.085121,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02465391
2465390,"LYE BRANCH (SITE A) NEAR DUNCANVILLE, ALA",ST,USGS,-87.3930575,33.08539878,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02465390
2454080,"CANE CREEK AT STATE HWY 18 AT OAKMAN, AL",ST,USGS,-87.3905601,33.7092766,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02454080
2462501,BLACK WARRIOR R BL BANKHEAD L&D NEAR BESSEMER AL,ST,USGS,-87.355001,33.45705687,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02462501
2462500,BLACK WARRIOR R AT BANKHEAD L&D NEAR BESSEMER AL,ST,USGS,-87.3541677,33.4584457,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02462500
2454055,"LOST CREEK ABOVE PARRISH, AL.",ST,USGS,-87.3269483,33.7417756,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02454055
3586500,BIG NANCE CREEK AT COURTLAND AL,ST,USGS,-87.3172429,34.67009046,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03586500
2453000,BLACKWATER CREEK NEAR MANCHESTER AL,ST,USGS,-87.2569514,33.90843985,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02453000
2453500,MULBERRY FORK AT CORDOVA AL,ST,USGS,-87.1702791,33.75760677,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02453500
2424000,CAHABA RIVER AT CENTREVILLE AL,ST,USGS,-87.1391623,32.9451238,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02424000
3577530,"FOX CREEK NEAR DECATUR, AL",ST,USGS,-87.1258694,34.63593056,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03577530
2423990,"TRIB TO CAHABA RIVER (SITE A) NR CENTREVILLE, ALA",ST,USGS,-87.1258287,32.9565124,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423990
2423991,"TRIB TO CAHABA RIVER (SITE B) NR CENTREVILLE, ALA",ST,USGS,-87.1258287,32.95679019,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423991
2462000,VALLEY CREEK NEAR OAK GROVE AL,ST,USGS,-87.1222186,33.44733226,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02462000
2424014,"TRIB TO SANDY CREEK (SITE B) NEAR VICK, ALA.",ST,USGS,-87.0741607,32.93956835,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02424014
2424013,"TRIB TO SANDY CREEK (SITE A) NEAR VICK, ALA",ST,USGS,-87.0741607,32.9398461,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02424013
2423647,CAHABA RIVER NEAR WEST BLOCTON AL,ST,USGS,-87.054716,33.09817509,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423647
2460500,"VILLAGE CREEK NEAR ADAMSVILLE, AL.",ST,USGS,-87.0069405,33.6056616,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02460500
3584600,"ELK RIVER AT PROSPECT, TN",ST,USGS,-86.9946574,35.0142361,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03584600
2456500,"LOCUST FORK AT SAYRE, AL.",ST,USGS,-86.9833305,33.7098268,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02456500
2461500,"VALLEY CREEK NEAR BESSEMER, AL",ST,USGS,-86.9827711,33.4192762,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02461500
3577150,TENNESSEE RIVER AT DECATUR AL,ST,USGS,-86.9738969,34.6131475,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03577150
2457704,"FIVE MILE CREEK NR SAYRE, ALA",ST,USGS,-86.9736073,33.66343834,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02457704
3577119,"FLINT CREEK AT RED BANK RD SE NR DECATUR, AL",ST,USGS,-86.9561111,34.5061111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03577119
2461405,"VALLEY CREEK BELOW BRIGHTON, ALA",ST,USGS,-86.9527705,33.4256647,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02461405
2423630,SHADES CREEK NEAR GREENWOOD AL,ST,USGS,-86.9497141,33.3262234,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423630
3577225,"SWAN CREEK BELOW ATHENS, ALA",ST,USGS,-86.9463954,34.7639782,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03577225
3576500,FLINT CREEK NEAR FALKVILLE AL,ST,USGS,-86.933617,34.37315189,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03576500
2458600,"VILLAGE CREEK NEAR DOCENA, ALABAMA",ST,USGS,-86.9258266,33.5481615,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02458600
2450180,"MULBERRY FORK NEAR ARKADELPHIA, AL.",ST,USGS,-86.9222211,33.87204689,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02450180
2458502,"VILLAGE CREEK NEAR PRATT CITY, ALABAMA",ST,USGS,-86.8911032,33.5239948,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02458502
2423555,CAHABA RIVER NEAR HELENA AL,ST,USGS,-86.8824901,33.28455786,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423555
2458450,"VILLAGE CREEK AT AVENUE W AT ENSLEY, AL",ST,USGS,-86.8791584,33.5176059,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02458450
2461192,"VALLEY CREEK AT AVE W NEAR ENSLEY, AL",ST,USGS,-86.8721722,33.4926111,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02461192
2457595,"FIVEMILE CREEK NEAR REPUBLIC, AL",ST,USGS,-86.8680483,33.5970492,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02457595
2461130,"VALLEY CREEK AT CENTER ST AT BIRMINGHAM, AL",ST,USGS,-86.8364556,33.5057722,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02461130
3576250,LIMESTONE CREEK NEAR ATHENS AL,ST,USGS,-86.8233348,34.751757,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03576250
2458300,"VILLAGE CREEK AT 24TH ST. AT BIRMINGHAM, AL",ST,USGS,-86.8174907,33.54260504,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02458300
2423545,"BUCK CREEK NR PELHAM, ALA",ST,USGS,-86.8163775,33.2862242,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423545
2423586,"SHADES CREEK NR HOMEWOOD, ALA",ST,USGS,-86.8136007,33.4487185,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423586
2423500,CAHABA RIVER NEAR ACTON AL,ST,USGS,-86.8130446,33.36344373,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423500
2456000,TURKEY CREEK AT MORRIS AL,ST,USGS,-86.8124936,33.74037995,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02456000
242354750,"CAHABA VALLEY CREEK AT CROSS CR RD AT PELHAM, AL.",ST,USGS,-86.8063775,33.31344546,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0242354750
2423496,"CAHABA RIVER NEAR HOOVER, AL",ST,USGS,-86.7841551,33.3692767,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423496
2458190,TRIB TO VILLAGE CREEK AT 50th ST IN BIRMINGHAM,ST,USGS,-86.7613783,33.54843779,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02458190
242354650,CABAHA VALLEY CR AT INDIAN TRAIL RD NR INDIAN SPRS,ST,USGS,-86.7594183,33.3449441,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0242354650
2457000,FIVEMILE CREEK AT KETONA AL,ST,USGS,-86.7555457,33.60149249,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02457000
2423425,CAHABA RIVER NEAR CAHABA HEIGHTS AL,ST,USGS,-86.7397099,33.4156637,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423425
2458148,"VILLAGE CREEK AT 86TH ST NORTH AT ROEBUCK, AL.",ST,USGS,-86.7188778,33.5770483,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02458148
2423571,SHADES CREEK AT ELDER ST NEAR SPRINGDALE AL,ST,USGS,-86.7169325,33.52093809,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423571
2423380,CAHABA RIVER NEAR MOUNTAIN BROOK AL,ST,USGS,-86.7127653,33.4817724,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423380
3575830,INDIAN CREEK NEAR MADISON AL,ST,USGS,-86.6999967,34.6973134,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575830
2423414,LITTLE CAHABA RIVER AT CAH BEA RD NR CAHABA HTS AL,ST,USGS,-86.6988758,33.43982948,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423414
2455980,TURKEY CREEK AT SEWAGE PLANT NEAR PINSON AL,ST,USGS,-86.6961013,33.71121273,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02455980
2449838,"DUCK RIVER ABOVE HWY 278 NEAR BERLIN, ALA.",ST,USGS,-86.69388889,34.1725,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02449838
3575980,MCDONALD CREEK AT PATTON ROAD NR HUNTSVILLE AL,ST,USGS,-86.627494,34.69259115,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575980
357591500,"BROGLAN BRANCH AT OAKWOOD AVENUE AT HUNTSVILLE, AL",ST,USGS,-86.62527179,34.7495353,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357591500
2423400,"LITTLE CAHABA RIVER NR JEFFERSON PARK, AL.",ST,USGS,-86.6141521,33.4998273,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423400
2449882,"BLUE SPRINGS CREEK NEAR BLOUNTSVILLE, AL.",ST,USGS,-86.60777,34.0798198,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02449882
2423130,"CAHABA RIVER AT TRUSSVILLE, AL.",ST,USGS,-86.599431,33.62232504,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423130
357587090,WEST FORK PINHOOK CR AT BLUE SPRS RD AT HUNTSVILLE,ST,USGS,-86.5986045,34.78842358,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357587090
3575950,"HUNTSVILLE SP BR AT JOHNSON ROAD, HUNTSVILLE AL",ST,USGS,-86.5963817,34.6900911,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575950
3575890,"PINHOOK CREEK AT CLINTON AVE. AT HUNTSVILLE, AL.",ST,USGS,-86.5933262,34.72759099,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575890
357587400,"PINHOOK C AT MASTIN LAKE RD AT HUNTSVILLE, ALA",ST,USGS,-86.5922153,34.77147944,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357587400
2423110,"CAHABA RIVER NEAR TRUSSVILLE, ALA",ST,USGS,-86.592209,33.66565755,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423110
357587140,EAST FORK PINHOOK CR AT WINCHESTER RD AT HUNTSVIL,ST,USGS,-86.5891598,34.79286797,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357587140
357586650,"FAGAN CREEK AT ADAMS STREET AT HUNTSVILLE, AL.",ST,USGS,-86.5749921,34.722591,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357586650
357587728,"DALLAS BRANCH AT COLEMAN ST IN HUNTSVILLE, AL",ST,USGS,-86.5741588,34.74564649,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357587728
2455000,"LOCUST FORK NEAR CLEVELAND, AL.",ST,USGS,-86.5741573,34.02454235,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02455000
2423397,"LITTLE CAHABA RIVER BELOW LEEDS, AL.",ST,USGS,-86.5624847,33.53454886,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423397
3575500,TENNESSEE RIVER AT WHITESBURG AL,ST,USGS,-86.5580466,34.57175806,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575500
357568980,"ALDRIDGE C AT SHERWOOD DR NR HUNTSVILLE, ALA",ST,USGS,-86.5541579,34.6642578,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357568980
357568650,"ALDRIDGE CREEK AT TONEY DRIVE AT HUNTSVILLE, AL.",ST,USGS,-86.5505467,34.6981466,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357568650
2423160,CAHABA RIVER NEAR WHITES CHAPEL AL,ST,USGS,-86.5491517,33.60371416,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02423160
3575700,ALDRIDGE CREEK NEAR FARLEY AL,ST,USGS,-86.54110169,34.6239801,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575700
357526200,"BIG COVE CREEK AT DUG HILL ROAD NR HUNTSVILLE, AL.",ST,USGS,-86.512212,34.70481325,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357526200
2407514,"YELLOWLEAF CREEK NEAR WESTOVER, ALA.",ST,USGS,-86.4952592,33.32066689,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02407514
3574768,"FLINT RIVER AT OSCAR PATTERSON RD, AL",ST,USGS,-86.48054629,34.88064458,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03574768
357479650,"HESTER CREEK AT BUDDY WILLIAMSON RD NR PLEVNA, AL",ST,USGS,-86.4636024,34.96092128,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=0357479650
2407526,COOSA RIVER AT GASTON STEAM PLANT NR WILSONVILLE,ST,USGS,-86.4583132,33.24122519,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02407526
3575272,"PEEVEY CREEK NEAR GURLEY, ALA",ST,USGS,-86.44832149,34.68203467,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575272
3575100,"FLINT RIVER AT BROWNSBORO, AL.",ST,USGS,-86.4466551,34.7492568,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03575100
2455185,BLACKBURN FORK LITTLE WARRIOR R NR HOLLY SPRINGS,ST,USGS,-86.4458178,33.8606544,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02455185
2405500,KELLY CREEK NEAR VINCENT AL,ST,USGS,-86.386924,33.44760728,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02405500
2407000,COOSA RIVER AT CHILDERSBURG AL,ST,USGS,-86.36386659,33.29177917,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02407000
2405200,COOSA RIVER AT LOGAN MARTIN DAM NEAR VINCENT AL,ST,USGS,-86.3369225,33.4256637,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02405200
3574500,PAINT ROCK RIVER NEAR WOODVILLE AL,ST,USGS,-86.3063737,34.6242547,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03574500
2406930,"SHIRTEE CREEK NEAR ODENA, ALABAMA",ST,USGS,-86.273308,33.21178164,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02406930
2401390,BIG CANOE CREEK AT ASHVILLE AL,ST,USGS,-86.2627559,33.8398211,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02401390
2406500,TALLADEGA CREEK AT ALPINE AL,ST,USGS,-86.2341414,33.35955497,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02406500
3574100,ESTILL FORK AT ESTILLFORK AL,ST,USGS,-86.1683333,34.91,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03574100
2404400,CHOCCOLOCCO CREEK AT JACKSON SHOAL NR LINCOLN AL,ST,USGS,-86.0969163,33.5484383,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02404400
2401000,BIG WILLS CREEK NEAR REECE CITY,ST,USGS,-86.0380286,34.0981515,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02401000
2401330,"COOSA RIVER NR SOUTHSIDE, ALA",ST,USGS,-86.02608309,33.9431535,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02401330
2401895,"OHATCHEE CREEK AT OHATCHEE, ALA.",ST,USGS,-85.9983035,33.7803769,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02401895
2400500,COOSA RIVER AT GADSDEN AL,ST,USGS,-85.9977494,34.0103752,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02400500
3572900,TOWN CREEK NEAR GERALDINE AL,ST,USGS,-85.9902524,34.3784235,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03572900
2400496,"COOSA RIVER AT GADSDEN STEAM PLANT NR GADSDEN,ALA.",ST,USGS,-85.9702488,34.01398655,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02400496
3572690,"SOUTH SAUTY CREEK NEAR RAINSVILLE, ALA",ST,USGS,-85.9296966,34.4986981,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03572690
2415000,HILLABEE CREEK NEAR HACKNEYVILLE AL,ST,USGS,-85.8780186,33.06539786,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02415000
2400350,"COOSA RIVER AT HOKES BLUFF, AL",ST,USGS,-85.8668083,34.04013889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02400350
2400175,"COOSA RIVER AT ADAMS FERRY BR NR BALLPLAY, AL",ST,USGS,-85.789967,34.08676436,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02400175
2403310,"CHOCCOLOCCO CREEK NEAR BOILING SPRING, ALABAMA",ST,USGS,-85.7852411,33.60204998,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02403310
2400680,"BIG WILLS CREEK AT STATE HWY 35 NR FORT PAYNE, AL",ST,USGS,-85.7671907,34.43814386,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02400680
2399500,COOSA RIVER AT LEESBURG AL,ST,USGS,-85.7538552,34.1767623,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02399500
2414715,"TALLAPOOSA RIVER NR NEW SITE, AL.(HORSESHOE BEND)",ST,USGS,-85.7396808,32.97734526,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02414715
2399600,"COOSA RIVER AT CENTRE, AL",ST,USGS,-85.6867722,34.1394361,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02399600
2399200,LITTLE RIVER NEAR BLUE POND AL,ST,USGS,-85.6805204,34.2889813,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02399200
2398950,WEST FORK LITTLE R AT DESOTO PARK NR FORT PAYNE AL,ST,USGS,-85.6166311,34.4917527,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02398950
2400100,TERRAPIN CREEK AT ELLISVILLE AL,ST,USGS,-85.6141287,34.06509836,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02400100
2414300,"TALLAPOOSA RIVER AT MALONE, ALABAMA",ST,USGS,-85.5771772,33.19706256,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02414300
2414500,TALLAPOOSA RIVER AT WADLEY AL,ST,USGS,-85.5607875,33.11678684,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02414500
2412000,"TALLAPOOSA RIVER NEAR HEFLIN, ALA.",ST,USGS,-85.5132894,33.622885,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02412000
2398300,CHATTOOGA RIVER ABOVE GAYLESVILLE AL,ST,USGS,-85.5091268,34.29036965,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02398300
3568933,"LOOKOUT CREEK NEAR NEW ENGLAND, GA",ST,USGS,-85.4630556,34.8975,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03568933
2397530,"COOSA RIVER AT STATE LINE, AL/GA",ST,USGS,-85.447458,34.20176124,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02397530
2398037,"CHATTOOGA RIVER AT CHATTOOGAVILLE, GA",ST,USGS,-85.44523639,34.3356461,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02398037
2413300,LITTLE TALLAPOOSA RIVER NEAR NEWELL AL,ST,USGS,-85.399118,33.43733498,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02413300
2398022,"CHATTOOGA RIVER AT LYERLY, GA",ST,USGS,-85.3882907,34.41119949,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02398022
2411930,"TALLAPOOSA RIVER BELOW TALLAPOOSA, GEORGIA",ST,USGS,-85.336342,33.74093858,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02411930
2398000,"CHATTOOGA RIVER AT SUMMERVILLE, GA",ST,USGS,-85.3361111,34.46638889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02398000
3568400,"CHATTANOOGA CREEK AT GA193, NEAR FLINTSTONE, GA",ST,USGS,-85.3344444,34.9572222,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=03568400
2397500,"CEDAR CREEK NEAR CEDARTOWN, GA",ST,USGS,-85.3135556,34.06019444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02397500
2411902,"MANN CREEK TRIBUTARY AT GA 100, NEAR TALLAPOOSA,GA",ST,USGS,-85.2911667,33.85438889,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02411902
2413210,"LITTLE TALLAPOOSA R AT GA 100, NEAR BOWDON, GA",ST,USGS,-85.2793056,33.49269444,https://waterdata.usgs.gov/nwis/inventory?agency_code=USGS&site_no=02413210
